season,round,gp_name,driver_code,team,finish_position,avg_finish_3,avg_finish_5,avg_points_3,avg_points_5,dnf_rate_3,dnf_rate_5,avg_grid_to_finish_5,quali_position,gap_to_pole_s,vs_teammate_q_gap_s,team_avg_points_5,cum_points,season_progress
2023,19,Mexico City Grand Prix,ALB,Williams,9.0,12.666666666666666,11.2,0.6666666666666666,1.6,0.3333333333333333,0.2,1.0,14.0,1.6620000000000061,0.0,1.8,23.0,0.8181818181818182
2023,20,São Paulo Grand Prix,ALB,Williams,19.0,10.333333333333334,11.6,1.3333333333333333,0.8,0.0,0.2,2.2,15.0,0.5999999999999943,-0.20700000000000784,1.0,25.0,0.8636363636363636
2023,21,Las Vegas Grand Prix,ALB,Williams,12.0,12.333333333333334,13.2,1.3333333333333333,0.8,0.3333333333333333,0.4,0.4,6.0,0.5969999999999942,-0.09500000000001307,1.0,25.0,0.9090909090909091
2023,22,Abu Dhabi Grand Prix,ALB,Williams,14.0,13.333333333333334,12.4,0.6666666666666666,0.8,0.3333333333333333,0.2,-0.4,14.0,0.8530000000000086,0.0,1.0,25.0,0.9545454545454546
2024,9,Canadian Grand Prix,ALB,Williams,17.0,15.0,12.6,0.0,0.8,0.3333333333333333,0.2,-0.4,10.0,0.742999999999995,-0.1255000000000024,1.0,0.0,0.3333333333333333
2024,10,Spanish Grand Prix,ALB,Williams,18.0,14.333333333333334,14.2,0.0,0.4,0.3333333333333333,0.4,-3.0,19.0,1.7700000000000102,-0.17799999999999727,0.4,0.0,0.375
2024,11,Austrian Grand Prix,ALB,Williams,15.0,16.333333333333332,16.0,0.0,0.0,0.6666666666666666,0.6,-3.6,16.0,1.4220000000000113,-0.05999999999998806,0.0,0.0,0.4166666666666667
2024,12,British Grand Prix,ALB,Williams,9.0,16.666666666666668,15.2,0.0,0.0,1.0,0.6,-2.2,9.0,0.820999999999998,-0.2674999999999983,0.0,0.0,0.4583333333333333
2024,13,Hungarian Grand Prix,ALB,Williams,14.0,14.0,14.6,0.6666666666666666,0.4,0.6666666666666666,0.6,-0.8,13.0,1.2019999999999982,-0.05700000000000216,0.4,2.0,0.5
2024,14,Belgian Grand Prix,ALB,Williams,12.0,12.666666666666666,14.6,0.6666666666666666,0.4,0.6666666666666666,0.8,-1.0,11.0,1.313999999999993,-1.3785000000000025,0.4,2.0,0.5416666666666666
2024,15,Dutch Grand Prix,ALB,Williams,14.0,11.666666666666666,13.6,0.6666666666666666,0.4,0.3333333333333333,0.6,0.0,10.0,0.980000000000004,0.0,0.4,2.0,0.5833333333333334
2024,16,Italian Grand Prix,ALB,Williams,9.0,13.333333333333334,12.8,0.0,0.4,0.6666666666666666,0.6,0.6,9.0,0.9720000000000084,-0.3810000000000002,0.4,2.0,0.625
2024,17,Azerbaijan Grand Prix,ALB,Williams,7.0,11.666666666666666,11.6,0.6666666666666666,0.8,0.3333333333333333,0.4,0.4,10.0,1.4750000000000085,0.18350000000000932,0.8,4.0,0.6666666666666666
2024,18,Singapore Grand Prix,ALB,Williams,20.0,10.0,11.2,2.6666666666666665,1.6,0.3333333333333333,0.4,0.8,11.0,0.9489999999999981,-0.0034999999999882903,2.4,10.0,0.7083333333333334
2024,19,United States Grand Prix,ALB,Williams,16.0,12.0,12.4,2.6666666666666665,1.6,0.3333333333333333,0.4,-0.8,16.0,1.7210000000000036,-0.00549999999999784,2.4,10.0,0.75
2024,20,Mexico City Grand Prix,ALB,Williams,19.0,14.333333333333334,13.2,2.0,1.6,0.6666666666666666,0.6,-0.8,9.0,1.0420000000000016,-0.2849999999999966,2.6,10.0,0.7916666666666666
2024,21,São Paulo Grand Prix,ALB,Williams,18.0,18.333333333333332,14.2,0.0,1.6,1.0,0.6,-3.8,7.0,1.2519999999999953,-3.3064999999999998,2.6,10.0,0.8333333333333334
2024,22,Las Vegas Grand Prix,ALB,Williams,19.0,17.666666666666668,16.0,0.0,1.2,1.0,0.8,-6.0,18.0,2.1129999999999995,0.339500000000001,2.2,10.0,0.875
2024,23,Qatar Grand Prix,ALB,Williams,15.0,18.666666666666668,18.4,0.0,0.0,1.0,1.0,-6.8,16.0,1.8700000000000045,-0.10199999999998965,0.2,10.0,0.9166666666666666
2024,24,Abu Dhabi Grand Prix,ALB,Williams,11.0,17.333333333333332,17.4,0.0,0.0,1.0,1.0,-4.8,16.0,1.225999999999999,-0.04550000000000409,0.2,10.0,0.9583333333333334
2022,1,Bahrain Grand Prix,ALO,Alpine,9.0,,,,,,,,8.0,1.0629999999999882,-0.08050000000000068,,0.0,0.0
2022,2,Saudi Arabian Grand Prix,ALO,Alpine,16.0,9.0,9.0,2.0,2.0,0.0,0.0,-1.0,7.0,0.9470000000000027,0.039500000000003865,8.0,2.0,0.045454545454545456
2022,3,Australian Grand Prix,ALO,Alpine,17.0,12.5,12.5,1.0,1.0,0.5,0.5,-5.0,10.0,0.9470000000000027,-0.12300000000000466,8.0,2.0,0.09090909090909091
2022,4,Emilia Romagna Grand Prix,ALO,Alpine,19.0,14.0,14.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-5.666666666666667,5.0,0.8019999999999925,-1.3714999999999975,7.333333333333333,2.0,0.13636363636363635
2022,5,Miami Grand Prix,ALO,Alpine,11.0,17.333333333333332,15.25,0.0,0.5,1.0,0.75,-6.75,11.0,1.36399999999999,0.0,5.5,2.0,0.18181818181818182
2022,6,Spanish Grand Prix,ALO,Alpine,9.0,15.666666666666666,14.4,0.0,0.4,0.6666666666666666,0.6,-5.4,17.0,2.2930000000000064,0.20250000000000057,5.2,2.0,0.22727272727272727
2022,7,Monaco Grand Prix,ALO,Alpine,7.0,13.0,14.4,0.6666666666666666,0.4,0.6666666666666666,0.8,-3.0,7.0,0.8709999999999951,-0.14050000000000296,5.2,4.0,0.2727272727272727
2022,8,Azerbaijan Grand Prix,ALO,Alpine,7.0,9.0,12.6,2.6666666666666665,1.6,0.3333333333333333,0.6,-1.2,10.0,1.8140000000000072,-0.20599999999998886,4.8,10.0,0.3181818181818182
2022,9,Canadian Grand Prix,ALO,Alpine,9.0,7.666666666666667,10.6,4.666666666666667,2.8,0.3333333333333333,0.4,0.8,2.0,0.644999999999996,-0.792500000000004,5.0,16.0,0.36363636363636365
2022,10,British Grand Prix,ALO,Alpine,5.0,7.666666666666667,8.6,4.666666666666667,3.2,0.0,0.2,1.4,7.0,2.468999999999994,-0.0660000000000025,7.0,18.0,0.4090909090909091
2022,11,Austrian Grand Prix,ALO,Alpine,10.0,7.0,7.4,6.0,5.2,0.0,0.2,1.8,8.0,1.0320000000000107,0.14499999999999602,8.2,28.0,0.45454545454545453
2022,12,French Grand Prix,ALO,Alpine,6.0,8.0,7.6,4.333333333333333,5.0,0.3333333333333333,0.2,1.4,7.0,1.6800000000000068,-0.24800000000000466,8.8,29.0,0.5
2022,13,Hungarian Grand Prix,ALO,Alpine,8.0,7.0,7.4,6.333333333333333,5.4,0.3333333333333333,0.2,1.6,6.0,0.527000000000001,-0.05700000000000216,10.0,37.0,0.5454545454545454
2022,14,Belgian Grand Prix,ALO,Alpine,5.0,8.0,7.6,4.333333333333333,5.0,0.6666666666666666,0.4,0.6,6.0,1.7029999999999887,0.09399999999999409,9.8,41.0,0.5909090909090909
2022,15,Dutch Grand Prix,ALO,Alpine,6.0,6.333333333333333,6.8,7.333333333333333,6.6,0.3333333333333333,0.4,1.6,13.0,1.2710000000000008,0.003999999999990678,11.0,51.0,0.6363636363636364
2022,16,Italian Grand Prix,ALO,Alpine,19.0,6.333333333333333,7.0,7.333333333333333,6.2,0.3333333333333333,0.4,2.6,10.0,1.7000000000000028,-0.13449999999998852,11.0,59.0,0.6818181818181818
2022,17,Singapore Grand Prix,ALO,Alpine,18.0,10.0,8.8,6.0,6.0,0.3333333333333333,0.4,-1.8,5.0,0.5539999999999878,-3.1855000000000047,8.8,59.0,0.7272727272727273
2022,18,Japanese Grand Prix,ALO,Alpine,7.0,14.333333333333334,11.2,2.6666666666666665,4.4,0.6666666666666666,0.6,-4.6,7.0,1.0180000000000007,0.07849999999999113,6.4,59.0,0.7727272727272727
2022,19,United States Grand Prix,ALO,Alpine,7.0,14.666666666666666,11.0,2.0,4.8,0.6666666666666666,0.4,-4.2,9.0,1.5200000000000102,-0.5960000000000036,8.8,65.0,0.8181818181818182
2022,20,Mexico City Grand Prix,ALO,Alpine,19.0,10.666666666666666,11.4,4.0,4.0,0.3333333333333333,0.4,-2.4,9.0,1.1639999999999873,-0.03550000000001319,6.8,71.0,0.8636363636363636
2022,21,São Paulo Grand Prix,ALO,Alpine,5.0,11.0,14.0,4.0,2.4,0.3333333333333333,0.6,-5.8,7.0,0.5130000000000052,-0.09649999999999181,5.6,71.0,0.9090909090909091
2022,22,Abu Dhabi Grand Prix,ALO,Alpine,20.0,10.333333333333334,11.2,5.333333333333333,4.4,0.3333333333333333,0.4,-0.8,11.0,1.2720000000000056,0.13300000000000978,8.4,81.0,0.9545454545454546
2023,1,Bahrain Grand Prix,ALO,Aston Martin,3.0,14.666666666666666,11.6,3.3333333333333335,4.4,0.6666666666666666,0.4,-0.2,5.0,0.6280000000000001,-0.25,3.6,0.0,0.0
2023,2,Saudi Arabian Grand Prix,ALO,Aston Martin,3.0,9.333333333333334,10.8,8.333333333333334,6.2,0.3333333333333333,0.4,0.2,3.0,0.4650000000000034,-0.1075000000000017,6.6,15.0,0.045454545454545456
2023,3,Australian Grand Prix,ALO,Aston Martin,3.0,8.666666666666666,10.0,10.0,8.0,0.3333333333333333,0.4,-1.4,4.0,0.4069999999999965,-0.08450000000000557,8.8,30.0,0.09090909090909091
2023,4,Azerbaijan Grand Prix,ALO,Aston Martin,4.0,3.0,6.8,15.0,11.0,0.0,0.2,0.8,6.0,1.0499999999999972,-0.16150000000000375,14.2,45.0,0.13636363636363635
2023,5,Miami Grand Prix,ALO,Aston Martin,3.0,3.3333333333333335,6.6,14.0,11.4,0.0,0.2,-1.2,2.0,0.28300000000000125,-0.6894999999999953,17.6,57.0,0.18181818181818182
2023,6,Monaco Grand Prix,ALO,Aston Martin,2.0,3.3333333333333335,3.2,14.0,14.4,0.0,0.0,0.6,2.0,0.08400000000000318,-0.5870000000000033,19.6,72.0,0.22727272727272727
2023,7,Spanish Grand Prix,ALO,Aston Martin,7.0,3.0,3.0,15.0,15.0,0.0,0.0,0.2,9.0,0.8259999999999934,0.05200000000000671,18.6,90.0,0.2727272727272727
2023,8,Canadian Grand Prix,ALO,Aston Martin,2.0,4.0,3.8,13.0,13.2,0.0,0.0,0.6,3.0,1.051000000000002,-0.8539999999999992,18.4,96.0,0.3181818181818182
2023,9,Austrian Grand Prix,ALO,Aston Martin,5.0,3.6666666666666665,3.6,14.0,13.8,0.0,0.0,0.4,7.0,0.519999999999996,0.009000000000000341,17.0,114.0,0.36363636363636365
2023,10,British Grand Prix,ALO,Aston Martin,7.0,4.666666666666667,3.8,11.333333333333334,13.4,0.0,0.0,0.4,9.0,0.9390000000000072,-0.637999999999991,15.8,124.0,0.4090909090909091
2023,11,Hungarian Grand Prix,ALO,Aston Martin,9.0,4.666666666666667,4.6,11.333333333333334,11.6,0.0,0.0,1.0,8.0,0.42600000000000193,-0.5545000000000044,14.0,130.0,0.45454545454545453
2023,12,Belgian Grand Prix,ALO,Aston Martin,5.0,7.0,6.0,6.0,8.4,0.0,0.0,0.8,9.0,1.6749999999999972,-0.4989999999999952,11.0,132.0,0.5
2023,13,Dutch Grand Prix,ALO,Aston Martin,2.0,7.0,5.6,6.0,9.2,0.0,0.0,1.4,5.0,0.9390000000000072,-4.3075000000000045,10.6,142.0,0.5454545454545454
2023,14,Italian Grand Prix,ALO,Aston Martin,9.0,5.333333333333333,5.6,10.333333333333334,9.4,0.0,0.0,2.0,10.0,1.1230000000000047,-0.7214999999999918,10.4,161.0,0.5909090909090909
2023,15,Singapore Grand Prix,ALO,Aston Martin,15.0,5.333333333333333,6.4,10.333333333333334,7.8,0.0,0.0,1.8,7.0,0.6310000000000002,-0.8910000000000053,8.4,163.0,0.6363636363636364
2023,16,Japanese Grand Prix,ALO,Aston Martin,8.0,8.666666666666666,8.0,7.0,6.6,0.0,0.0,-0.2,10.0,1.588000000000008,-0.3580000000000041,7.2,163.0,0.6818181818181818
2023,17,Qatar Grand Prix,ALO,Aston Martin,6.0,10.666666666666666,7.8,2.0,7.0,0.0,0.0,0.4,4.0,0.590999999999994,-0.9879999999999995,7.4,167.0,0.7272727272727273
2023,18,United States Grand Prix,ALO,Aston Martin,16.0,9.666666666666666,8.0,4.0,6.6,0.0,0.0,-0.8,17.0,1.5450000000000017,-0.16049999999999898,6.6,175.0,0.7727272727272727
2023,19,Mexico City Grand Prix,ALO,Aston Martin,18.0,10.0,10.8,4.0,2.8,0.3333333333333333,0.2,-0.8,13.0,1.5720000000000027,-0.24450000000000216,4.0,175.0,0.8181818181818182
2023,20,São Paulo Grand Prix,ALO,Aston Martin,3.0,13.333333333333334,12.6,2.6666666666666665,2.4,0.6666666666666666,0.4,-2.0,4.0,0.21599999999999397,-0.06900000000000261,3.6,175.0,0.8636363636363636
2023,21,Las Vegas Grand Prix,ALO,Aston Martin,9.0,12.333333333333334,10.2,5.0,5.4,0.6666666666666666,0.4,-0.2,10.0,0.8290000000000077,-0.32200000000000273,8.6,190.0,0.9090909090909091
2023,22,Abu Dhabi Grand Prix,ALO,Aston Martin,7.0,10.0,10.4,5.666666666666667,5.0,0.3333333333333333,0.4,-0.6,7.0,0.63900000000001,-0.16049999999999898,10.2,192.0,0.9545454545454546
2024,9,Canadian Grand Prix,ALO,Aston Martin,6.0,6.333333333333333,10.6,7.666666666666667,4.6,0.0,0.4,-0.2,6.0,0.48599999999999,-0.2155000000000058,10.0,0.0,0.3333333333333333
2024,10,Spanish Grand Prix,ALO,Aston Martin,12.0,7.333333333333333,8.6,5.333333333333333,6.2,0.0,0.2,-0.8,11.0,0.7450000000000045,-0.12199999999999989,11.6,8.0,0.375
2024,11,Austrian Grand Prix,ALO,Aston Martin,18.0,8.333333333333334,7.4,4.666666666666667,6.2,0.3333333333333333,0.2,-0.2,15.0,1.3250000000000028,-0.09000000000000341,11.6,8.0,0.4166666666666667
2024,12,British Grand Prix,ALO,Aston Martin,8.0,12.0,10.4,2.6666666666666665,3.2,0.6666666666666666,0.4,-1.0,10.0,0.9110000000000014,0.07250000000000512,6.6,8.0,0.4583333333333333
2024,13,Hungarian Grand Prix,ALO,Aston Martin,11.0,12.666666666666666,10.2,1.3333333333333333,3.6,0.6666666666666666,0.4,-0.6,7.0,0.8160000000000025,-0.015999999999991132,6.2,12.0,0.5
2024,14,Belgian Grand Prix,ALO,Aston Martin,8.0,12.333333333333334,11.0,1.3333333333333333,2.4,0.3333333333333333,0.4,-1.4,9.0,1.0989999999999895,-0.7289999999999992,5.0,12.0,0.5416666666666666
2024,15,Dutch Grand Prix,ALO,Aston Martin,10.0,9.0,11.4,2.6666666666666665,1.6,0.0,0.4,-1.4,7.0,0.9599999999999937,-0.013999999999995794,3.0,16.0,0.5833333333333334
2024,16,Italian Grand Prix,ALO,Aston Martin,11.0,9.666666666666666,11.0,1.6666666666666667,1.8,0.3333333333333333,0.4,-1.6,11.0,1.0940000000000083,-0.2960000000000065,3.2,17.0,0.625
2024,17,Azerbaijan Grand Prix,ALO,Aston Martin,6.0,9.666666666666666,9.6,1.6666666666666667,1.8,0.3333333333333333,0.2,-1.0,8.0,1.0040000000000049,-0.5005000000000024,3.2,17.0,0.6666666666666666
2024,18,Singapore Grand Prix,ALO,Aston Martin,8.0,9.0,9.2,3.0,2.6,0.3333333333333333,0.2,-1.2,7.0,0.688999999999993,-0.4399999999999977,2.8,25.0,0.7083333333333334
2024,19,United States Grand Prix,ALO,Aston Martin,13.0,8.333333333333334,8.6,4.0,3.4,0.3333333333333333,0.4,-0.6,8.0,0.9789999999999992,-0.22499999999999432,3.4,29.0,0.75
2024,20,Mexico City Grand Prix,ALO,Aston Martin,18.0,9.0,9.6,4.0,2.6,0.6666666666666666,0.6,-1.8,13.0,1.2220000000000084,-0.06299999999998818,2.6,29.0,0.7916666666666666
2024,21,São Paulo Grand Prix,ALO,Aston Martin,14.0,13.0,11.2,1.3333333333333333,2.4,1.0,0.6,-2.2,9.0,5.5930000000000035,1.3320000000000078,2.4,29.0,0.8333333333333334
2024,22,Las Vegas Grand Prix,ALO,Aston Martin,11.0,15.0,11.8,0.0,2.4,0.6666666666666666,0.6,-3.2,17.0,1.945999999999998,-0.11299999999999955,2.4,29.0,0.875
2024,23,Qatar Grand Prix,ALO,Aston Martin,7.0,14.333333333333334,12.8,0.0,0.8,0.3333333333333333,0.6,-2.4,8.0,0.6880000000000024,-0.3515000000000015,0.8,29.0,0.9166666666666666
2024,24,Abu Dhabi Grand Prix,ALO,Aston Martin,9.0,10.666666666666666,12.6,2.0,1.2,0.0,0.4,-2.0,8.0,0.6009999999999991,-0.26650000000000773,1.2,35.0,0.9583333333333334
2024,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,10.0,,,,,,,,11.0,1.6030000000000086,-0.06650000000000489,1.8,0.0,0.6666666666666666
2024,21,São Paulo Grand Prix,BEA,Haas F1 Team,12.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,17.0,7.823999999999998,-0.19700000000000273,3.2,1.0,0.8333333333333334
2022,1,Bahrain Grand Prix,BOT,Alfa Romeo,6.0,,,,,,,,6.0,1.0019999999999953,-0.46649999999999636,,0.0,0.0
2022,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,15.0,6.0,6.0,8.0,8.0,0.0,0.0,0.0,8.0,0.9830000000000041,-0.31799999999999784,9.0,8.0,0.045454545454545456
2022,3,Australian Grand Prix,BOT,Alfa Romeo,8.0,10.5,10.5,4.0,4.0,0.5,0.5,-3.5,12.0,1.3830000000000098,-0.3294999999999959,4.5,8.0,0.09090909090909091
2022,4,Emilia Romagna Grand Prix,BOT,Alfa Romeo,5.0,9.666666666666666,9.666666666666666,4.0,4.0,0.3333333333333333,0.3333333333333333,-1.0,8.0,1.3989999999999867,0.23099999999999454,4.333333333333333,12.0,0.13636363636363635
2022,5,Miami Grand Prix,BOT,Alfa Romeo,7.0,9.333333333333334,8.5,4.666666666666667,5.5,0.3333333333333333,0.25,-0.25,5.0,0.6789999999999878,-0.772500000000008,5.75,22.0,0.18181818181818182
2022,6,Spanish Grand Prix,BOT,Alfa Romeo,6.0,6.666666666666667,8.2,6.666666666666667,5.6,0.0,0.2,-0.6,7.0,0.8580000000000041,-0.4339999999999975,5.8,28.0,0.22727272727272727
2022,7,Monaco Grand Prix,BOT,Alfa Romeo,9.0,6.0,8.2,8.0,5.6,0.0,0.2,-0.4,12.0,1.5330000000000013,-1.3484999999999872,5.6,36.0,0.2727272727272727
2022,8,Azerbaijan Grand Prix,BOT,Alfa Romeo,11.0,7.333333333333333,7.0,5.333333333333333,6.0,0.0,0.0,1.6,15.0,3.085000000000008,0.3335000000000008,6.0,38.0,0.3181818181818182
2022,9,Canadian Grand Prix,BOT,Alfa Romeo,7.0,8.666666666666666,7.6,3.3333333333333335,5.2,0.3333333333333333,0.2,1.6,11.0,5.48899999999999,1.3790000000000049,5.2,38.0,0.36363636363636365
2022,10,British Grand Prix,BOT,Alfa Romeo,17.0,9.0,8.0,2.6666666666666665,4.4,0.3333333333333333,0.2,2.0,12.0,2.266999999999996,0.3024999999999949,5.2,44.0,0.4090909090909091
